'-0.283ETA_Epsilon_2+0.27 MLogP+0.265SpMin4_Bhm-0.258AATSC0s-0.246Mpe...',-0.362GGI9-0.314SpMAD_Dze-0.286ALogp2-0.235SpMin3_Bhp+0.227AVP-2...,-0.337BCUTc-1l+0.283ATSC3e-0.274AATS0m-0.229AATS3p+0.222GATS6c...,-0.37nHaaCH-0.37naaCH-0.282AATS3p-0.251maxHBint5-0.247AATS0m...,0.438SIC4+0.426BIC3-0.261AATSC5c-0.221VR1_Dze-0.206JGT...,-0.396AATSC7e_Exp+0.342GATS8s_Exp-0.281MATS5e_Exp-0.258ETA_AlphaP+0.228GATS5i...,0.349MDEC-13+0.339maxHBint5-0.328GATS4p-0.328JGT-0.305VR1_Dzv...,'-0.523ALogp2+0.33 AATSC0s+0.283ATSC7c-0.232AATS3p+0.209GATS5e...',0.528VR1_Dzv-0.488VR1_Dze+0.302ATSC7c+0.194ETA_dEpsilon_D-0.193AATSC0s...,Results
-8.762573,1.42711,2.254493,-1.316134,-2.019952,0.750522,0.382467,0.327154,0.361822,K
-0.730008,-5.456389,3.013913,0.378714,0.565753,-1.199417,0.150583,-0.34048,-0.097096,K
-5.387955,0.557748,2.586693,0.170127,1.298539,0.513817,-0.456135,-0.225024,-0.216969,K
0.280988,-4.605049,4.593016,1.011509,-0.127269,-1.164752,-0.426968,-0.500359,-0.268415,K
1.920946,-1.544969,1.710704,0.389615,0.233526,-0.473614,0.169131,0.412572,0.538073,C
0.828695,2.101921,0.791402,0.667982,1.570901,0.352951,0.231515,-0.338305,0.046906,K
1.623161,1.937705,0.826489,3.343247,-0.437161,0.190461,-0.547413,-0.392443,-0.587344,C
0.416943,-1.45713,-0.773887,3.524313,-3.718319,0.448407,-0.381456,-0.379859,0.171831,C
0.403965,-1.472974,-0.99656,3.59066,-3.773602,0.33946,-0.334687,-0.219713,0.319034,K
1.387471,-0.34591,1.982005,2.385428,-0.04369,-0.936512,-1.08742,-0.11479,0.60472,K
-1.940153,0.588819,-3.954569,2.728266,3.881055,-2.859867,-0.48968,0.305178,0.778622,K
-1.69751,0.842989,0.193712,-0.487461,1.93041,0.733382,-0.796741,0.17105,-0.087641,C
-8.522922,1.657091,1.703534,-1.733937,-2.12632,0.30836,0.181804,0.107314,0.34393,K
2.251619,-0.949152,0.648159,-2.223829,-0.627999,-0.631539,1.093306,0.174853,0.424612,K
-0.490357,-5.226408,2.462954,-0.039088,0.459386,-1.64158,-0.050079,-0.56032,-0.114988,K
2.978658,1.276272,-1.223822,0.405582,-0.81302,-1.443703,-0.411564,0.522517,-0.164546,K
-2.058725,-4.084729,-5.849548,0.523987,-2.93111,1.136665,0.227363,-0.040222,-0.035645,C
1.766265,0.831095,0.885577,1.857569,0.380125,-0.542577,-0.398912,-0.354481,-0.484801,K
0.520638,-4.375068,4.042057,0.593706,-0.233636,-1.606914,-0.627631,-0.720199,-0.286307,K
-1.400423,-1.728186,-0.230571,-1.764197,2.33265,-0.190065,0.313617,-0.403256,-0.525643,K
-0.640047,-1.791996,1.138957,-1.87011,0.014514,-0.497061,-0.377501,0.736228,0.416161,C
1.612732,-1.530858,-3.00914,1.020258,-0.789143,-0.958775,0.13814,-0.340523,-0.8269,K
-3.359519,-4.327911,0.147548,-1.232866,0.466546,-0.099761,-1.096717,1.259197,-0.405344,K
-11.101265,-0.414711,-3.388608,0.269561,-1.379895,-0.514209,-0.178264,-0.304228,1.233844,C
1.483216,0.63021,1.071804,2.083226,-0.355048,0.224353,0.243856,0.491514,0.361381,K
-1.435011,2.665347,0.414823,-0.426883,0.088934,-0.945864,-0.016836,0.054339,0.250479,K
3.783232,0.268242,-1.831693,0.448842,-2.275282,0.520453,-0.406218,0.280008,0.238949,K
2.236048,-0.974023,0.672258,-2.190457,-0.639842,-0.590333,1.083914,0.168014,0.478468,K
2.489339,1.843275,-0.555946,-2.215959,1.238469,-0.905123,-0.104652,-0.132649,0.426499,C
2.892762,1.732021,-1.347353,-2.245466,0.49276,0.33103,0.875511,-0.474227,-0.068676,C
-1.266461,1.600745,-2.697476,0.872144,1.097922,-1.193609,-0.663643,0.133973,-0.532155,C
-5.172827,0.743072,2.04412,-0.24721,1.181288,-0.200275,-0.589468,-0.43584,-0.287968,K
-5.140829,0.746969,2.056662,-0.240691,1.17716,0.023707,-0.631533,-0.477058,-0.245885,K
-2.242097,-1.166596,-0.512587,1.648787,3.353348,1.594595,1.27434,-0.633602,0.272384,K
0.398191,-1.560039,-0.743862,3.54785,-3.737756,1.102896,-0.262906,0.04978,0.381867,K
-1.425214,2.603153,0.643422,-0.503064,0.136622,-0.223634,0.064337,0.330672,0.259457,K
-0.832043,0.468291,0.627163,1.358048,2.049521,-0.404011,0.714504,1.700442,0.7883,K
0.431224,3.064681,-0.406513,1.826885,-2.422611,0.04529,0.152398,-0.608816,-0.284325,C
0.178457,2.12563,-1.44625,-3.23356,-0.088854,-0.215724,0.113366,-0.588895,0.077522,K
-6.02985,3.740851,3.642435,0.331956,-4.162295,-0.945249,0.612617,0.215712,-0.903456,K
-8.528696,1.570026,1.956232,-1.776746,-2.090474,1.071797,0.253585,0.376807,0.406763,K
2.972885,1.189207,-0.971124,0.362773,-0.777175,-0.680266,-0.339783,0.79201,-0.101713,K
-2.064498,-4.171794,-5.59685,0.481178,-2.895265,1.900102,0.299144,0.229271,0.027188,C
1.760492,0.74403,1.138275,1.814759,0.41597,0.220859,-0.327131,-0.084987,-0.421968,K
2.456309,-0.032216,-0.342914,-1.334083,0.117695,-1.684097,0.626944,0.832038,0.636918,K
-1.406196,-1.81525,0.022127,-1.807007,2.368495,0.573372,0.385399,-0.133763,-0.46281,K
-3.52665,-4.262031,0.04179,-1.240823,0.44783,-0.652137,-1.142963,1.314042,-0.434174,K
-1.342862,0.593688,-2.444347,0.663158,3.493083,1.45634,-0.469886,0.220657,-0.781749,K
-0.815819,0.530239,0.612303,1.263137,2.061699,-0.687522,0.672825,1.524429,0.586673,K
4.408965,1.998209,0.414662,-1.12464,-0.529094,1.234684,0.499442,0.522693,0.071586,C
-5.137855,0.762612,2.273572,-0.385395,1.240195,0.55158,-0.626694,-0.351384,-0.373655,K
-12.366936,-0.075719,-4.335386,-0.088249,-1.361585,-7.662353,0.489945,0.743154,-0.021287,C
-0.594294,0.192577,-1.742372,-3.70664,-1.091771,-1.770568,0.339703,-0.19094,0.245894,K
-0.002334,-1.615618,-1.691598,4.030236,-4.083353,-0.328326,-0.297693,-0.077076,0.333321,K
2.224658,-0.287643,-1.647255,0.699328,0.92585,-0.805058,0.60618,-0.182068,0.180344,K
-1.759611,0.476161,-3.377222,1.240455,3.135308,0.308629,-0.462995,0.269814,-0.628668,K
-2.103809,0.700345,-0.501327,-0.047885,1.620658,0.065597,-0.759746,0.313687,-0.073355,K
-8.929222,1.514447,1.008496,-1.294361,-2.436071,-0.359426,0.218798,0.249951,0.358217,K
2.572359,1.133628,-1.91886,0.845159,-1.122772,-2.111488,-0.374569,0.665154,-0.150259,K
-2.465024,-4.227372,-6.544586,0.963563,-3.240862,0.46888,0.264358,0.102415,-0.021358,C
-3.868585,2.615394,-2.242626,6.591018,0.430738,-1.175953,0.791903,-0.686063,0.438897,K
-0.46742,-0.157583,-2.211053,-0.835106,-0.825714,0.367237,-0.663621,0.189045,0.024626,C
0.141678,2.18569,-1.607237,-3.168485,-0.10099,-1.103343,0.085382,-0.818298,0.003533,K
