0.283ETA_Epsilon_2-0.27MLogP-0.265SpMin4_Bhm+0.258AATSC0s+0.246Mpe...,0.362GGI9+0.314SpMAD_Dze+0.286ALogp2+0.235SpMin3_Bhp-0.227AVP-2...,0.337BCUTc-1l-0.283ATSC3e+0.274AATS0m+0.229AATS3p-0.222GATS6c...,-0.37nHaaCH-0.37naaCH-0.282AATS3p-0.251maxHBint5-0.247AATS0m...,-0.438SIC4-0.426BIC3+0.261AATSC5c+0.221VR1_Dze+0.206JGT...,-0.332MATS5e_Exp-0.317MATS1c+0.293GATS6c-0.264AATSC7e_Exp-0.251MATS3c...,0.447ATSC1i_Exp-0.409VR1_D_Exp-0.408AATSC3m_Exp+0.284GATS8s_Exp+0.235VR1_Dzv...,-0.357VR1_Dzv-0.332VR1_Dze+0.327AATSC8c-0.294VR1_D_Exp+0.252AATSC5c...,0.416MDEC-13-0.39GATS5e-0.305ALogp2+0.243JGT+0.242AATS3p...,-0.396AATSC7e_Exp+0.342GATS8s_Exp-0.281MATS5e_Exp-0.258ETA_AlphaP+0.228GATS5i...,-0.515ETA_BetaP_Exp+0.376GATS5i-0.33ETA_AlphaP-0.256AATS0m-0.254VR1_D_Exp...,-0.331ETA_BetaP_Exp+0.307AVP-2+0.293GATS8s_Exp-0.287GATS6c+0.286AATSC3m_Exp...,'0.436ATSC7c-0.361MDEC-13-0.306BIC3+0.24 ETA_dEpsilon_D+0.238MATS5e_Exp...',Results
-1.505377,-1.63601,1.89878,-0.850042,-0.931874,-1.662365,-0.421602,-0.61864,-0.287309,-0.257449,2.616422,-1.680937,0.651452,K
11.117413,0.349867,3.425022,0.100472,1.361093,-7.998675,-0.0952,-1.441277,-0.381178,-1.107293,-1.927974,1.053218,-0.261978,C
-1.299836,-2.170784,0.003472,3.255282,0.704369,-2.064366,-0.49909,0.926223,0.362156,-1.068454,0.801928,-0.653952,0.599901,C
-1.598354,-2.059782,0.018022,1.67675,1.362717,-2.863021,-0.960977,0.429532,0.172832,-0.222585,1.26452,-0.630696,1.179208,C
-2.088141,-1.87024,1.04317,-1.402858,-0.137111,-1.646268,-0.390637,-0.717018,-0.26213,-0.488446,1.612548,-1.851655,1.673866,C
-1.427332,-1.862644,-0.639934,3.55502,0.571077,-0.74509,-0.818943,0.877426,0.379878,-0.015586,-0.959393,-1.150667,-0.315047,C
0.193681,-0.337618,0.995409,-4.179105,0.768545,0.903254,-0.360886,1.599583,0.060107,-1.196246,-0.119367,0.509997,-0.498918,K
2.24201,1.077134,0.71336,1.658707,-3.330977,0.391345,0.517468,-0.564814,-0.467113,0.737696,1.352339,0.271213,0.903696,C
2.24201,1.077134,0.71336,1.658707,-3.330977,0.391345,0.517468,-0.564814,-0.467113,0.737696,1.352339,0.271213,0.903696,K
-0.398278,1.470577,0.944636,3.557771,3.760127,0.302454,0.204397,0.565956,0.349068,0.245996,1.529062,1.565024,1.65623,K
-0.853243,-1.544493,1.657765,1.08848,-2.152265,1.354615,0.669668,0.235818,0.264816,-1.280701,0.771667,-0.789948,-0.758804,C
-2.625271,0.142602,0.900292,0.226862,-1.249076,-0.388475,-0.123569,-0.4907,0.873707,-0.230736,1.294908,-0.184568,-0.871002,K
-1.381785,0.343513,-2.03393,2.352539,0.030216,-0.677337,0.21436,-0.437809,3.328009,-1.029975,-0.138119,-0.103757,0.283482,K
1.358998,-0.621202,2.630259,0.76799,-3.458534,-0.237448,0.034425,-0.604674,-0.37452,0.882952,2.172139,-0.533678,-0.448953,C
-1.493101,-0.657478,-1.09963,2.016965,0.329731,0.42682,-0.093312,0.229091,-0.077414,0.089683,1.060033,-0.9568,1.48613,K
1.425126,-2.692615,-0.442648,-0.493144,-0.114251,1.414349,-0.138009,1.595244,0.087579,-1.080534,0.574186,-1.04393,0.102165,K
-2.386637,-1.53628,1.010529,0.182661,0.008862,-1.379754,-0.534144,-0.130666,0.436405,0.951125,0.006251,-0.16497,0.938207,C
0.831955,-0.557753,-0.42639,1.367969,-2.02715,-0.987642,-0.344788,1.247373,-1.486909,-1.260911,-0.06461,0.750164,-0.936364,C
-0.308419,0.228018,0.031349,-1.903293,-0.299519,-0.183093,-0.715982,1.327295,-0.959751,-1.528325,1.571568,0.695194,-1.78136,C
-2.499224,-1.870543,0.52812,-2.28222,-1.263786,-1.498759,-0.367338,-0.327711,-0.301174,-1.039792,-0.762792,0.295053,-0.402475,C
1.256576,-1.628013,2.669651,0.805884,-1.123239,1.583809,1.002381,0.44432,-0.775206,-1.328279,0.783918,-0.027879,0.186619,C
-0.178544,-2.215092,1.647023,-3.223639,0.111225,0.711095,-0.135372,1.194252,0.007514,-1.072624,-0.554441,0.032462,0.0433,K
-4.392829,-2.025724,-0.228749,-1.019809,0.563642,-2.749746,-0.96451,-1.334106,-1.09286,0.661296,1.040995,0.376442,0.818291,C
-4.487756,5.098609,-1.586951,4.601711,4.071077,-0.033904,0.445028,-0.417138,7.161845,-3.798166,3.312961,-0.18395,-4.4776,C
6.029763,-3.830313,-3.441661,0.341877,4.184666,1.698011,3.470301,-3.974144,-2.048808,-1.802149,0.912435,-0.77667,-1.131459,K
1.945839,-0.591216,3.902644,2.695377,-3.894529,2.921266,2.700574,-0.220948,-0.372712,-2.95333,-0.530485,0.432557,0.72535,K
-3.793116,-0.295511,1.803867,0.382581,2.249965,-0.375628,-0.14149,-0.241277,0.628461,0.385783,1.395261,0.166103,0.995695,K
-4.274478,1.577382,-1.055969,1.020669,1.387305,1.17382,0.563423,-0.31633,0.116287,-2.023834,1.369547,-1.355898,0.319223,C
8.528609,-1.659488,-1.755459,-1.766826,2.112846,1.229389,-1.511649,3.306645,1.113273,0.214897,1.928821,-0.128053,0.647437,C
-2.245933,0.946754,-0.700083,-2.256718,0.614524,-0.103937,0.279909,-1.061256,1.063374,-0.725002,-0.114326,0.555145,0.914578,K
-2.612279,0.276363,0.933041,-0.403588,0.503375,1.538588,0.666786,-0.147644,-0.451305,-1.425195,0.982315,-0.379689,0.637256,C
-2.037125,1.290226,0.301625,2.176064,0.820446,0.165541,0.306467,0.698623,-0.000769,-2.026619,0.23609,0.135101,-0.89024,C
-2.600108,0.735612,0.733611,0.278055,0.252097,0.761155,0.25062,0.073053,-1.509861,-1.245475,1.085077,-0.373572,0.553102,C
-2.697388,-0.78664,0.737691,-1.295815,1.838125,-0.632075,0.194992,-0.947742,1.098423,-0.23741,-0.162131,0.733309,1.015656,K
-1.825887,-1.865428,-0.300084,1.782344,1.303678,-1.692095,-0.947547,0.557883,0.193242,0.626437,0.870344,-0.178348,0.382595,C
-2.002186,-0.773567,0.892066,-1.563392,-0.383196,1.195021,0.77273,-1.04376,2.389141,-0.357323,0.309674,-1.675714,1.05319,C
-2.315674,-1.675886,0.725063,-1.297264,-0.196149,-0.475342,-0.377207,-0.588667,-0.241719,0.360576,1.218372,-1.399307,0.877253,C
0.496043,5.224011,-2.514878,-0.071977,-0.47286,0.278195,0.081925,0.489115,0.157815,-1.735043,0.11055,0.640388,0.725394,K
-2.031255,2.166382,-2.094326,-0.179167,-0.21172,-0.496534,-0.828935,1.047042,-3.441554,-1.485666,1.626343,-0.0224,-0.146796,K
-2.972972,-1.278669,1.171897,0.372694,0.799546,0.381287,-0.000826,0.93402,-1.003614,-1.537166,0.141534,0.816786,-0.031758,K
2.064411,4.082332,5.797623,0.491098,2.917636,-0.648444,0.409897,0.799417,-0.199178,1.043202,0.024283,-1.598077,-0.628613,K
3.467972,-2.760435,1.495663,6.118553,-0.753964,1.17541,0.898101,0.62532,-1.574073,-0.60163,1.441418,-0.288039,2.041261,K
-2.602883,2.212826,-1.176703,0.675386,0.751811,-0.880387,-0.731264,0.701175,0.873208,-1.277852,1.397546,0.473849,-1.932607,C
-0.602984,-0.42434,2.025372,0.886557,-2.002429,-0.026593,-0.106012,0.334041,0.765776,0.505333,0.526706,-0.540968,-0.31068,C
-1.32569,0.652754,0.534972,-0.877546,0.959411,0.5254,0.508219,-0.286618,1.001059,-1.688733,1.43885,-0.082222,-0.703658,C
-2.962095,-0.638623,-1.185253,1.280914,0.084601,-1.41315,-1.180946,0.470254,-0.988651,0.608892,1.100301,0.371569,0.534988,C
-2.456396,-0.057246,0.543687,-1.324163,-0.095324,1.947838,1.603007,-1.580195,2.162967,-2.540997,1.003929,-1.50135,-0.004881,K
-0.416992,-0.529151,0.260662,-0.744142,1.177544,0.385334,0.08555,0.640724,-0.015763,-1.781162,1.521204,0.391181,-1.151603,C
-0.514952,4.372671,-4.093982,0.560818,0.220162,-0.089035,-0.322171,0.749898,-1.105918,-1.700377,-0.093597,0.354911,1.702903,K
-2.759482,-1.428241,-1.349935,-0.044179,-0.607175,-0.360862,-0.551755,0.148265,0.012619,-0.349856,0.682852,-0.898254,-0.013965,C
-5.082613,-3.104466,0.79601,-1.54876,1.462293,-2.370908,-0.831887,-0.566684,0.168139,0.356493,-0.67777,0.762351,1.113825,C
1.406109,1.725788,0.178647,-1.797086,-2.346124,0.389814,0.681987,-1.085862,0.119645,-0.283528,0.83518,-0.150463,1.716041,C
-3.514722,0.89225,-0.811471,-1.717334,0.93331,-0.443449,-0.706861,-0.074351,-1.002851,-0.974889,2.385354,-0.363128,-0.707735,C
0.645733,1.789598,-1.190881,-1.902999,-0.027988,1.271398,-0.139626,0.604232,0.130702,-0.590524,1.448503,-0.732687,1.166764,C
-1.607046,1.52846,2.957215,0.98737,0.775669,1.230232,0.952918,-0.255796,2.376663,-1.052238,1.401971,0.630886,-1.297056,K
3.365205,4.325514,-0.199473,-1.265755,-0.48002,0.00943,0.264308,-0.171238,0.849688,-0.193224,0.929892,1.034949,0.578853,K
-2.232346,-1.412272,0.258134,-2.515371,-0.338543,-0.200311,-0.580466,0.041683,0.604531,0.352622,0.545302,-0.494926,0.82233,C
-1.704499,-0.827288,-1.016807,1.802826,-0.417049,-2.105466,-0.357873,0.614849,1.207647,-0.921266,-0.322442,-0.169277,-0.979904,K
1.462189,1.731993,0.09934,-1.81894,-2.369574,-0.049101,0.955429,-1.002795,0.167969,-0.568753,0.680415,-0.511875,1.994027,C
-2.053664,2.183296,-2.285082,-0.277519,-0.239137,-0.615835,-0.112197,1.295143,-3.567714,-0.869533,1.298886,0.174271,-0.285433,K
-2.995381,-1.261756,0.981141,0.274342,0.772128,0.261986,0.715911,1.182121,-1.129774,-0.921032,-0.185923,1.013458,-0.170395,K
2.042002,4.099245,5.606867,0.392747,2.890219,-0.767745,1.126634,1.047518,-0.325337,1.659336,-0.303174,-1.401405,-0.76725,K
-2.781891,-1.411327,-1.540691,-0.14253,-0.634593,-0.480163,0.164982,0.396366,-0.113541,0.266278,0.355395,-0.701583,-0.152602,C
-5.105022,-3.087553,0.605254,-1.647112,1.434875,-2.490209,-0.115149,-0.318583,0.041979,0.972627,-1.005227,0.959022,0.975188,C
-3.53713,0.909164,-1.002227,-1.815686,0.905892,-0.562749,0.009877,0.173749,-1.12901,-0.358755,2.057897,-0.166456,-0.846372,C
-2.00948,-0.601368,-0.032038,-0.252337,0.851304,0.187424,0.930307,-0.067801,2.889018,0.670659,0.148604,-0.220674,0.564415,C
-1.435261,0.743213,-3.156406,2.310993,-0.174833,0.158285,1.892617,0.02261,2.856493,1.967125,-3.415747,0.364488,-1.03312,K
0.442567,5.623711,-3.637355,-0.113524,-0.677909,1.113817,1.760182,0.949534,-0.313702,1.262056,-3.167079,1.108633,-0.591209,K
-0.568428,4.772371,-5.216458,0.519271,0.015113,0.746587,1.356086,1.210318,-1.577435,1.296722,-3.371226,0.823156,0.386301,K
-1.790623,-0.554769,-0.649821,-0.633691,3.107928,0.289995,2.148483,-2.167914,-0.260881,1.813022,0.195588,0.415175,0.27811,K
-2.440102,-0.833915,-0.943605,-0.076555,-0.622517,-1.031277,0.534315,-0.019357,-0.574114,1.576167,-0.511504,1.061845,-0.253257,K
1.31462,1.834008,-0.177509,-1.93283,-2.408068,0.660558,1.772005,-0.703727,-0.103061,1.089598,0.070832,0.529352,1.158665,K
-2.064268,3.411117,-0.99008,-2.220093,-0.888347,0.976079,1.615396,-0.946185,0.243666,0.66041,0.523158,0.079368,1.115299,K
-1.764568,-0.493994,-0.650287,-0.58557,3.111822,0.476169,1.807051,-2.347329,-0.244753,1.686086,-0.0003,0.512634,0.22816,K
-2.414046,-0.77314,-0.944071,-0.028434,-0.618623,-0.845103,0.192882,-0.198772,-0.557986,1.449231,-0.707392,1.159303,-0.303207,K
1.340675,1.894783,-0.177975,-1.884709,-2.404174,0.846733,1.430572,-0.883143,-0.086933,0.962662,-0.125056,0.62681,1.108715,K
-2.038212,3.471892,-0.990546,-2.171972,-0.884453,1.162254,1.273964,-1.1256,0.259793,0.533474,0.32727,0.176827,1.065349,K
-0.903561,-2.04351,-1.034589,0.718901,-1.611716,-2.092559,-1.006132,0.368442,-0.252499,0.933841,0.112255,-0.070227,-0.510264,K
-0.750314,-2.049525,-0.879146,0.612401,-1.573455,-2.492997,-1.041582,0.160739,-0.361534,0.76405,-0.047999,0.389959,-0.290754,K
-1.424265,-1.927455,-0.356868,3.2937,0.6467,-1.070757,-0.346978,0.949525,0.258361,-0.02329,-0.12045,0.120045,-0.187678,C
-2.240154,-1.399885,0.100555,-2.607911,-0.369744,-0.425675,0.107995,0.288009,0.525026,0.775623,0.275804,-0.416704,0.787411,C
-1.440333,0.61823,-2.717204,2.534386,-0.088425,0.25068,0.334725,-0.426697,3.19925,0.253911,-2.062178,-0.380338,-0.525852,K
0.437495,5.498728,-3.198152,0.109869,-0.591501,1.206211,0.20229,0.500227,0.029055,-0.451157,-1.813509,0.363807,-0.08394,K
-0.5735,4.647388,-4.777256,0.742664,0.101521,0.838982,-0.201806,0.761011,-1.234678,-0.416491,-2.017657,0.07833,0.89357,K
2.224012,1.164887,0.463424,1.751133,-3.393937,0.59863,0.59668,-0.499538,-0.441462,1.033657,0.664818,-0.169306,0.719676,K
-2.643269,0.230355,0.650355,0.319288,-1.312037,-0.18119,-0.044357,-0.425425,0.899358,0.065226,0.607388,-0.625086,-1.055021,K
-1.399783,0.431266,-2.283866,2.444965,-0.032744,-0.470052,0.293571,-0.372534,3.35366,-0.734013,-0.825639,-0.544276,0.099462,K
-1.511099,-0.569725,-1.349566,2.109391,0.266771,0.634104,-0.0141,0.294366,-0.051763,0.385645,0.372513,-1.397319,1.30211,C
1.407128,-2.604862,-0.692585,-0.400718,-0.177212,1.621633,-0.058797,1.66052,0.11323,-0.784572,-0.113335,-1.484448,-0.081855,K
-0.44931,-3.06639,0.35735,1.929231,2.382022,0.790184,0.066207,2.051055,0.538717,-0.515649,-1.677304,0.737229,1.603358,C
-0.196542,-2.127339,1.397087,-3.131213,0.048265,0.91838,-0.05616,1.259528,0.033165,-0.776662,-1.241962,-0.408057,-0.14072,K
-4.410827,-1.937971,-0.478686,-0.927383,0.500682,-2.542462,-0.885298,-1.268831,-1.067208,0.957257,0.353474,-0.064077,0.634271,C
-2.172909,1.400344,-1.461606,0.03135,-0.203593,-0.699766,-0.696905,0.451358,-1.551189,-0.713279,1.513707,-0.327578,-1.530384,K
1.685198,-0.757633,-0.495573,-0.427924,-2.006845,0.47183,-0.839883,1.184072,1.22368,0.935881,0.394336,-1.693499,-0.047117,C
8.51061,-1.571735,-2.005395,-1.6744,2.049885,1.436674,-1.432437,3.371921,1.138924,0.510858,1.2413,-0.568572,0.463417,K
-2.263931,1.034507,-0.95002,-2.164292,0.551564,0.103347,0.35912,-0.99598,1.089025,-0.429041,-0.801847,0.114626,0.730558,K
-2.715387,-0.698887,0.487754,-1.203389,1.775165,-0.424791,0.274204,-0.882466,1.124074,0.058551,-0.849651,0.29279,0.831637,C
-1.843885,-1.777675,-0.550021,1.87477,1.240718,-1.484811,-0.868335,0.623159,0.218894,0.922399,0.182824,-0.618867,0.198575,C
-2.020184,-0.685814,0.642129,-1.470966,-0.446156,1.402306,0.851942,-0.978485,2.414792,-0.061361,-0.377847,-2.116233,0.869171,C
-2.333673,-1.588133,0.475127,-1.204838,-0.25911,-0.268057,-0.297995,-0.523391,-0.216068,0.656538,0.530851,-1.839825,0.693233,C
0.478045,5.311763,-2.764815,0.020449,-0.53582,0.485479,0.161136,0.55439,0.183466,-1.439082,-0.57697,0.19987,0.541374,K
-2.99097,-1.190917,0.921961,0.46512,0.736586,0.588571,0.078386,0.999296,-0.977963,-1.241204,-0.545986,0.376267,-0.215777,C
-2.99097,-1.190917,0.921961,0.46512,0.736586,0.588571,0.078386,0.999296,-0.977963,-1.241204,-0.545986,0.376267,-0.215777,C
2.046413,4.170084,5.547687,0.583524,2.854676,-0.44116,0.489109,0.864692,-0.173526,1.339164,-0.663238,-2.038595,-0.812633,C
3.449973,-2.672683,1.245726,6.210979,-0.816924,1.382694,0.977313,0.690595,-1.548422,-0.305669,0.753897,-0.728558,1.857241,K
5.135993,-0.702374,-2.337595,-0.188138,-1.268606,-1.614479,-0.117043,-1.101589,1.441207,0.274153,0.639766,0.483744,-1.389965,K
-2.980093,-0.55087,-1.435189,1.37334,0.02164,-1.205866,-1.101734,0.53553,-0.963,0.904854,0.41278,-0.06895,0.350968,C
-1.778578,-0.74574,-1.187438,1.917106,-0.456559,-1.459266,-0.552104,0.597057,1.184973,-0.340079,-0.855197,-0.248383,-1.44191,K
-2.474395,0.030507,0.293751,-1.231737,-0.158284,2.155123,1.682219,-1.51492,2.188618,-2.245036,0.316409,-1.941869,-0.188901,K
-0.53295,4.460424,-4.343918,0.653244,0.157202,0.11825,-0.24296,0.815174,-1.080267,-1.404416,-0.781118,-0.085608,1.518883,K
-1.319254,-0.028932,0.604241,1.124623,-0.415783,-1.389572,-0.182338,-0.101742,-0.005743,0.440857,-0.767305,0.884963,-0.28392,C
0.627734,1.877351,-1.440818,-1.810573,-0.090948,1.478682,-0.060415,0.669507,0.156353,-0.294563,0.760982,-1.173206,0.982745,K
-1.625044,1.616213,2.707278,1.079796,0.712709,1.437516,1.03213,-0.190521,2.402314,-0.756276,0.71445,0.190367,-1.481076,K
1.164371,-2.343618,3.753814,-1.06007,-1.349184,1.11406,0.595165,0.904291,-0.861315,-0.963738,-0.709532,0.61836,0.319627,C
-2.250344,-1.324519,0.008198,-2.422945,-0.401503,0.006973,-0.501254,0.106958,0.630182,0.648583,-0.142219,-0.935445,0.63831,C
1.65909,-2.460237,-0.941682,-0.042452,-0.207145,2.251141,-1.870557,0.507209,-0.055985,-0.544908,-2.29691,-2.746481,-0.187,K
2.475974,1.309512,0.214326,2.109399,-3.42387,1.228138,-1.21508,-1.652849,-0.610677,1.273321,-1.518757,-1.431338,0.61453,K
-2.391307,0.37498,0.401258,0.677554,-1.34197,0.448318,-1.856117,-1.578736,0.730143,0.30489,-1.576188,-1.887119,-1.160167,K
-1.147821,0.575891,-2.532964,2.803231,-0.062677,0.159456,-1.518189,-1.525845,3.184446,-0.494349,-3.009214,-1.806308,-0.005684,K
1.592962,-0.388824,2.131225,1.218681,-3.551427,0.599345,-1.698123,-1.69271,-0.518084,1.418578,-0.698956,-2.236229,-0.738118,K
-1.259137,-0.425099,-1.598664,2.467656,0.236838,1.263612,-1.82586,-0.858945,-0.220978,0.625309,-1.811062,-2.659351,1.196964,K
0.05542,-1.982714,1.147989,-2.772948,0.018332,1.547888,-1.86792,0.106216,-0.13605,-0.536998,-3.425537,-1.670089,-0.245866,K
6.263727,-3.597935,-3.940695,0.792568,4.091773,2.534804,1.737752,-5.06218,-2.192372,-1.266523,-1.95866,-2.479221,-1.420625,K
1.93716,-0.613008,-0.74467,-0.069659,-2.036778,1.101339,-2.651643,0.03076,1.054465,1.175545,-1.789239,-2.955532,-0.152263,K
8.762573,-1.42711,-2.254493,-1.316134,2.019952,2.066182,-3.244197,2.218609,0.969709,0.750522,-0.942275,-1.830604,0.358271,K
0.730008,5.456389,-3.013913,0.378714,-0.565753,1.114988,-1.650624,-0.598921,0.014251,-1.199417,-2.760545,-1.062163,0.436228,K
5.387955,-0.557748,-2.586693,0.170127,-1.298539,-0.98497,-1.928804,-2.2549,1.271993,0.513817,-1.54381,-0.778288,-1.495111,K
-0.280988,4.605049,-4.593016,1.011509,0.127269,0.747758,-2.05472,-0.338138,-1.249482,-1.164752,-2.964693,-1.34764,1.413738,K
-1.920946,1.544969,-1.710704,0.389615,-0.233526,-0.070258,-2.508665,-0.701953,-1.720404,-0.473614,-0.669868,-1.589611,-1.63553,C
-0.828695,-2.101921,-0.791402,0.667982,-1.570901,-2.454283,-1.201351,0.243797,-0.205808,0.352951,0.560177,0.048795,-0.176372,K
-1.623161,-1.937705,-0.826489,3.343247,0.437161,-1.638399,1.302602,2.020264,0.606508,0.190461,-0.332856,-1.758467,-0.0085,C
-0.416943,1.45713,0.773887,3.524313,3.718319,0.020827,0.788711,0.838489,0.347913,0.448407,1.349642,1.194765,1.722016,C
-0.403965,1.472974,0.99656,3.59066,3.773602,0.54015,-0.070827,0.454466,0.325516,0.33946,1.516568,1.69229,1.525316,K
-1.387471,0.34591,-1.982005,2.385428,0.04369,-0.43964,-0.060865,-0.5493,3.304457,-0.936512,-0.150612,0.02351,0.152567,K
1.940153,-0.588819,3.954569,2.728266,-3.881055,3.158963,2.425349,-0.332439,-0.396264,-2.859867,-0.542978,0.559824,0.594435,K
1.69751,-0.842989,-0.193712,-0.487461,-1.93041,0.502242,-1.19432,1.007305,1.174477,0.733382,1.069363,-1.125714,0.005988,C
8.522922,-1.657091,-1.703534,-1.733937,2.12632,1.467086,-1.786873,3.195154,1.089721,0.30836,1.916328,-0.000786,0.516522,K
-2.251619,0.949152,-0.648159,-2.223829,0.627999,0.133759,0.004684,-1.172747,1.039822,-0.631539,-0.12682,0.682412,0.783663,K
0.490357,5.226408,-2.462954,-0.039088,-0.459386,0.515891,-0.1933,0.377624,0.134263,-1.64158,0.098057,0.767655,0.594479,K
-2.978658,-1.276272,1.223822,0.405582,0.81302,0.618983,-0.276051,0.82253,-1.027166,-1.443703,0.129041,0.944053,-0.162672,K
2.058725,4.084729,5.849548,0.523987,2.93111,-0.410748,0.134672,0.687926,-0.22273,1.136665,0.011789,-1.47081,-0.759528,C
-1.766265,-0.831095,-0.885577,1.857569,-0.380125,-1.428854,-0.90654,0.420291,1.13577,-0.542577,-0.18017,0.319402,-1.388805,K
-0.520638,4.375068,-4.042057,0.593706,0.233636,0.148662,-0.597396,0.638407,-1.12947,-1.606914,-0.106091,0.482178,1.571988,K
1.400423,1.728186,0.230571,-1.764197,-2.33265,0.627511,0.406762,-1.197353,0.096093,-0.190065,0.822687,-0.023196,1.585126,K
0.640047,1.791996,-1.138957,-1.87011,-0.014514,1.509094,-0.414851,0.492741,0.10715,-0.497061,1.436009,-0.60542,1.03585,C
-1.612732,1.530858,3.00914,1.020258,0.789143,1.467928,0.677693,-0.367287,2.353111,-0.958775,1.389477,0.758152,-1.427971,K
3.359519,4.327911,-0.147548,-1.232866,-0.466546,0.247126,-0.010917,-0.282729,0.826136,-0.099761,0.917399,1.162216,0.447938,K
11.101265,0.414711,3.388608,0.269561,1.379895,-7.043829,-1.011333,-1.83296,-0.506095,-0.514209,-2.51145,1.251243,-0.850559,C
-1.483216,-0.63021,-1.071804,2.083226,0.355048,0.828022,-0.609221,-0.016741,-0.137482,0.224353,0.889951,-0.754795,1.273459,K
1.435011,-2.665347,-0.414823,-0.426883,-0.088934,1.815551,-0.653918,1.349413,0.027511,-0.945864,0.404104,-0.841925,-0.110505,K
-3.783232,-0.268242,1.831693,0.448842,2.275282,0.025574,-0.657399,-0.487109,0.568393,0.520453,1.225179,0.368108,0.783025,K
-2.236048,0.974023,-0.672258,-2.190457,0.639842,0.297265,-0.236001,-1.307087,1.003306,-0.590333,-0.284408,0.75715,0.701908,K
-2.489339,-1.843275,0.555946,-2.215959,-1.238469,-1.097557,-0.883247,-0.573542,-0.361242,-0.905123,-0.932874,0.497058,-0.615146,C
-2.892762,-1.732021,1.347353,-2.245466,-0.49276,-0.125482,-0.592222,-0.923708,0.038797,0.33103,-0.229505,-0.336646,0.565215,C
1.266461,-1.600745,2.697476,0.872144,-1.097922,1.985011,0.486472,0.198489,-0.835274,-1.193609,0.613837,0.174126,-0.026051,C
5.172827,-0.743072,-2.04412,-0.24721,-1.181288,-1.607847,-0.606865,-1.383337,1.417485,-0.200275,1.312713,1.180149,-1.250865,K
5.140829,-0.746969,-2.056662,-0.240691,-1.17716,-1.425878,-0.627557,-1.375939,1.379965,0.023707,1.317291,1.288837,-1.396067,K
2.242097,1.166596,0.512587,1.648787,-3.353348,0.770672,0.68599,-0.589518,-0.650296,1.594595,0.561612,0.665486,0.470013,K
-0.398191,1.560039,0.743862,3.54785,3.737756,0.681781,0.37292,0.541252,0.165885,1.102896,0.738335,1.959298,1.222548,K
1.425214,-2.603153,-0.643422,-0.503064,-0.136622,1.793676,0.030513,1.57054,-0.095604,-0.223634,-0.216541,-0.649656,-0.331518,K
0.832043,-0.468291,-0.627163,1.358048,-2.049521,-0.608315,-0.176266,1.222668,-1.670092,-0.404011,-0.855337,1.144438,-1.370047,K
-0.431224,-3.064681,0.406513,1.826885,2.422611,0.962227,0.155517,1.961074,0.329883,0.04529,-1.78051,1.572021,1.353694,C
-0.178457,-2.12563,1.44625,-3.23356,0.088854,1.090423,0.03315,1.169548,-0.175669,-0.215724,-1.345168,0.426736,-0.390383,K
6.02985,-3.740851,-3.642435,0.331956,4.162295,2.077338,3.638823,-3.998849,-2.231991,-0.945249,0.121709,-0.382396,-1.565142,K
8.528696,-1.570026,-1.956232,-1.776746,2.090474,1.608717,-1.343126,3.28194,0.93009,1.071797,1.138094,0.266221,0.213754,K
-2.972885,-1.189207,0.971124,0.362773,0.777175,0.760614,0.167696,0.909316,-1.186797,-0.680266,-0.649193,1.21106,-0.46544,K
2.064498,4.171794,5.59685,0.481178,2.895265,-0.269117,0.578419,0.774712,-0.38236,1.900102,-0.766444,-1.203803,-1.062296,C
-1.760492,-0.74403,-1.138275,1.814759,-0.41597,-1.287223,-0.462793,0.507077,0.97614,0.220859,-0.958403,0.586409,-1.691573,K
-2.456309,0.032216,0.342914,-1.334083,-0.117695,2.327166,1.77153,-1.6049,1.979785,-1.684097,0.213202,-1.107076,-0.438564,K
1.406196,1.81525,-0.022127,-1.807007,-2.368495,0.769142,0.850509,-1.110567,-0.063538,0.573372,0.044454,0.243811,1.282358,K
3.52665,4.262031,-0.04179,-1.240823,-0.44783,-0.393247,-0.175,-0.447594,0.828352,-0.652137,0.796015,0.701626,0.91027,K
1.342862,-0.593688,2.444347,0.663158,-3.493083,-0.399701,0.79356,-0.341804,-0.48258,1.45634,1.81841,-0.337412,-0.560129,K
0.815819,-0.530239,-0.612303,1.263137,-2.061699,-1.149895,0.414347,1.510243,-1.594969,-0.687522,-0.418339,0.94643,-1.04754,K
-4.408965,-1.998209,-0.414662,-1.12464,0.529094,-2.912,-0.205375,-1.071237,-1.20092,1.234684,0.687266,0.572708,0.707114,C
5.137855,-0.762612,-2.273572,-0.385395,-1.240195,-1.984016,0.56288,-0.903994,1.307496,0.55158,0.973557,1.120529,-1.317122,K
12.366936,0.075719,4.335386,-0.088249,1.361585,-14.098281,-0.329718,-2.137832,0.409554,-7.662353,-1.991076,-2.819477,4.406126,C
0.594294,-0.192577,1.742372,-3.70664,1.091771,3.285882,-5.931263,-1.576993,-0.429466,-1.770568,-1.118204,1.983582,-1.008857,K
0.002334,1.615618,1.691598,4.030236,4.083353,2.685082,-5.365979,-2.61062,-0.140505,-0.328326,0.530225,3.038609,1.146292,K
-2.224658,0.287643,1.647255,0.699328,-0.92585,1.994153,-5.693945,-3.667276,0.384134,-0.805058,0.296072,1.289017,-1.38094,K
1.759611,-0.476161,3.377222,1.240455,-3.135308,2.14518,-5.535951,-3.78125,-0.864093,0.308629,1.173303,0.939907,-0.958891,K
